Polling Firm,Commissioners,Fieldwork Start,Fieldwork End,Scope,Sample Size,Sample Size Qualification,Participation,Precision,Party,Percent,Party_Gr,Party_En,Acronym
GPO,Παραπολιτικά,2022-09-12,2022-09-14,National,1000,Provided,Not Available,0.1%,SYRIZA,0.28300000000000003,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-09-08,2022-09-09,National,1006,Provided,Not Available,0.1%,SYRIZA,0.287,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-09-02,2022-09-05,National,1010,Provided,Not Available,0.1%,SYRIZA,0.298,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Newsbomb,2022-08-31,2022-09-05,National,1000,Provided,Not Available,0.1%,SYRIZA,0.267,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2022-08-29,2022-08-31,National,1003,Provided,Not Available,0.1%,SYRIZA,0.249,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-08-23,2022-08-29,National,1569,Provided,Not Available,0.1%,SYRIZA,0.267,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2022-08-22,2022-08-25,National,1001,Provided,Not Available,0.1%,SYRIZA,0.267,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Τα Νέα,2022-08-22,2022-08-24,National,1000,Provided,Not Available,0.1%,SYRIZA,0.287,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-07-21,2022-07-24,National,1300,Provided,Not Available,0.1%,SYRIZA,0.293,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2022-07-16,2022-07-20,National,1009,Provided,Not Available,0.1%,SYRIZA,0.266,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,tomanifesto.gr,2022-07-12,2022-07-15,National,1015,Provided,Not Available,0.1%,SYRIZA,0.266,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-07-11,2022-07-13,National,1351,Provided,Not Available,0.1%,SYRIZA,0.284,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-07-04,2022-07-06,National,1305,Provided,Not Available,0.1%,SYRIZA,0.268,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2022-06-27,2022-07-04,National,1400,Provided,Not Available,0.1%,SYRIZA,0.253,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2022-06-28,2022-07-01,National,1200,Provided,Not Available,0.1%,SYRIZA,0.276,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,,2022-06-22,2022-06-30,National,2000,Provided,Not Available,0.1%,SYRIZA,0.257,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2022-06-22,2022-06-25,National,1059,Provided,Not Available,0.1%,SYRIZA,0.257,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-06-06,2022-06-08,National,1206,Provided,Not Available,0.1%,SYRIZA,0.273,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-05-30,2022-06-01,National,1070,Provided,Not Available,0.1%,SYRIZA,0.29100000000000004,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Κάπα Research,,2022-05-27,2022-06-01,National,1004,Provided,Not Available,0.1%,SYRIZA,0.281,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-05-24,2022-05-31,National,1485,Provided,Not Available,0.1%,SYRIZA,0.245,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2022-05-23,2022-05-28,National,1000,Provided,Not Available,0.1%,SYRIZA,0.258,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2022-05-16,2022-05-23,National,1300,Provided,Not Available,0.1%,SYRIZA,0.257,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2022-05-18,2022-05-22,National,1037,Provided,Not Available,0.1%,SYRIZA,0.255,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Newsbomb,2022-05-16,2022-05-18,National,1004,Provided,Not Available,0.1%,SYRIZA,0.261,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Τα Νέα,2022-05-16,2022-05-18,National,1000,Provided,Not Available,0.1%,SYRIZA,0.272,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,tomanifesto.gr,2022-05-11,2022-05-13,National,1001,Provided,Not Available,0.1%,SYRIZA,0.256,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-05-09,2022-05-11,National,1206,Provided,Not Available,0.1%,SYRIZA,0.264,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2022-05-07,2022-05-11,National,1014,Provided,Not Available,0.1%,SYRIZA,0.251,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-05-04,2022-05-09,National,1485,Provided,Not Available,0.1%,SYRIZA,0.25,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2022-05-04,2022-05-07,National,1200,Provided,Not Available,0.1%,SYRIZA,0.267,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2022-04-26,2022-04-30,National,1000,Provided,Not Available,0.1%,SYRIZA,0.261,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
DATA RC,Πελοπόννησος & Dnews,2022-03-28,2022-04-15,National,1026,Provided,Not Available,0.1%,SYRIZA,0.289,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-04-08,2022-04-11,National,1236,Provided,Not Available,0.1%,SYRIZA,0.29,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-03-30,2022-04-05,National,1410,Provided,Not Available,0.1%,SYRIZA,0.243,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,Mononews,2022-03-30,2022-04-01,National,1001,Provided,Not Available,0.1%,SYRIZA,0.259,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-03-27,2022-03-29,National,1207,Provided,Not Available,0.1%,SYRIZA,0.263,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2022-03-21,2022-03-26,National,1000,Provided,Not Available,0.1%,SYRIZA,0.259,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Newsbomb,2022-03-18,2022-03-26,National,1000,Provided,Not Available,0.1%,SYRIZA,0.259,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2022-03-16,2022-03-21,National,1304,Provided,Not Available,0.1%,SYRIZA,0.24600000000000002,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2022-03-16,2022-03-21,National,1070,Provided,Not Available,0.1%,SYRIZA,0.249,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-03-11,2022-03-14,National,1000,Provided,Not Available,0.1%,SYRIZA,0.284,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2022-03-09,2022-03-11,National,1000,Provided,Not Available,0.1%,SYRIZA,0.263,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2022-03-08,2022-03-10,National,1026,Provided,Not Available,0.1%,SYRIZA,0.243,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Abacus Research,Alpha TV,2022-03-02,2022-03-08,National,1026,Provided,Not Available,0.1%,SYRIZA,0.235,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-03-02,2022-03-06,National,1405,Provided,Not Available,0.1%,SYRIZA,0.23399999999999999,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-02-25,2022-02-28,National,1205,Provided,Not Available,0.1%,SYRIZA,0.26,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2022-02-14,2022-02-18,National,1000,Provided,Not Available,0.1%,SYRIZA,0.261,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-02-10,2022-02-14,National,1406,Provided,Not Available,0.1%,SYRIZA,0.243,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2022-02-08,2022-02-12,National,1037,Provided,Not Available,0.1%,SYRIZA,0.249,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,tomanifesto.gr,2022-02-07,2022-02-12,National,1251,Provided,Not Available,0.1%,SYRIZA,0.242,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2022-01-31,2022-02-03,National,1000,Provided,Not Available,0.1%,SYRIZA,0.255,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2022-01-28,2022-01-31,National,1000,Provided,Not Available,0.1%,SYRIZA,0.289,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2022-01-26,2022-01-29,National,1308,Provided,Not Available,0.1%,SYRIZA,0.25,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Abacus Research,Alpha TV,2022-01-19,2022-01-23,National,1012,Provided,Not Available,0.1%,SYRIZA,0.213,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2022-01-18,2022-01-22,National,1002,Provided,Not Available,0.1%,SYRIZA,0.237,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2022-01-12,2022-01-18,National,1306,Provided,Not Available,0.1%,SYRIZA,0.243,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,iEidiseis,2022-01-14,2022-01-16,National,1000,Provided,Not Available,0.1%,SYRIZA,0.293,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2022-01-10,2022-01-12,National,1414,Provided,Not Available,0.1%,SYRIZA,0.255,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-12-13,2021-12-18,National,1000,Provided,Not Available,0.1%,SYRIZA,0.242,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2021-12-13,2021-12-17,National,1000,Provided,Not Available,0.1%,SYRIZA,0.254,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2021-12-13,2021-12-16,National,1010,Provided,Not Available,0.1%,SYRIZA,0.22399999999999998,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2021-12-14,2021-12-15,National,1885,Provided,Not Available,0.1%,SYRIZA,0.287,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2021-12-13,2021-12-15,National,1365,Provided,Not Available,0.1%,SYRIZA,0.268,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Κάπα Research,,2021-12-13,2021-12-14,National,1003,Provided,Not Available,0.1%,SYRIZA,0.273,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,,2021-12-13,2021-12-14,National,1000,Provided,Not Available,0.1%,SYRIZA,0.244,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,,2021-12-01,2021-12-10,National,1500,Provided,Not Available,0.1%,SYRIZA,0.259,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Παραπολιτικά,2021-11-22,2021-11-25,National,1000,Provided,Not Available,0.1%,SYRIZA,0.278,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2021-11-20,2021-11-25,National,4012,Provided,Not Available,0.1%,SYRIZA,0.266,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2021-11-16,2021-11-23,National,1503,Provided,Not Available,0.1%,SYRIZA,0.248,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-11-15,2021-11-20,National,1000,Provided,Not Available,0.1%,SYRIZA,0.271,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2021-11-14,2021-11-18,National,1003,Provided,Not Available,0.1%,SYRIZA,0.267,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Star,2021-11-12,2021-11-17,National,3281,Provided,Not Available,0.1%,SYRIZA,0.266,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2021-11-08,2021-11-13,National,1003,Provided,Not Available,0.1%,SYRIZA,0.266,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Το Βήμα,2021-11-01,2021-11-09,National,2511,Provided,Not Available,0.1%,SYRIZA,0.24100000000000002,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2021-11-03,2021-11-08,National,1734,Provided,Not Available,0.1%,SYRIZA,0.263,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2021-10-27,2021-10-29,National,1000,Provided,Not Available,0.1%,SYRIZA,0.287,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2021-10-22,2021-10-25,National,1907,Provided,Not Available,0.1%,SYRIZA,0.273,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,Mononews,2021-10-13,2021-10-19,National,1005,Provided,Not Available,0.1%,SYRIZA,0.273,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-10-11,2021-10-16,National,1000,Provided,Not Available,0.1%,SYRIZA,0.28300000000000003,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Political,2021-10-11,2021-10-14,National,1115,Provided,Not Available,0.1%,SYRIZA,0.253,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,Η Εφημερίδα των Συντακτών,2021-10-05,2021-10-12,National,1131,Provided,Not Available,0.1%,SYRIZA,0.311,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,ANT1,2021-10-06,2021-10-11,National,1007,Provided,Not Available,0.1%,SYRIZA,0.271,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2021-09-27,2021-09-30,National,1105,Provided,Not Available,0.1%,SYRIZA,0.272,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2021-09-21,2021-09-27,National,1200,Provided,Not Available,0.1%,SYRIZA,0.262,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2021-09-20,2021-09-24,National,1000,Provided,Not Available,0.1%,SYRIZA,0.293,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2021-09-19,2021-09-23,National,1029,Provided,Not Available,0.1%,SYRIZA,0.282,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Star,2021-09-20,2021-09-21,National,1000,Provided,Not Available,0.1%,SYRIZA,0.28600000000000003,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2021-09-19,2021-09-21,National,2018,Provided,Not Available,0.1%,SYRIZA,0.276,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-09-13,2021-09-17,National,1000,Provided,Not Available,0.1%,SYRIZA,0.27399999999999997,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Παραπολιτικά,2021-09-13,2021-09-15,National,1000,Provided,Not Available,0.1%,SYRIZA,0.29,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,Star,2021-09-13,2021-09-15,National,1000,Provided,Not Available,0.1%,SYRIZA,0.284,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,Political,2021-09-02,2021-09-07,National,1002,Provided,Not Available,0.1%,SYRIZA,0.26899999999999996,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Politic.gr,2021-08-23,2021-08-27,National,1325,Provided,Not Available,0.1%,SYRIZA,0.254,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Τα Νέα,2021-08-20,2021-08-25,National,1000,Provided,Not Available,0.1%,SYRIZA,0.284,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,iEidiseis,2021-08-23,2021-08-24,National,1800,Provided,Not Available,0.1%,SYRIZA,0.303,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-07-12,2021-07-17,National,1000,Provided,Not Available,0.1%,SYRIZA,0.272,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Prorata,,2021-07-07,2021-07-11,National,1735,Provided,Not Available,0.1%,SYRIZA,0.293,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2021-07-07,2021-07-10,National,1000,Provided,Not Available,0.1%,SYRIZA,0.285,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,tomanifesto.gr,2021-06-30,2021-07-07,National,1002,Provided,Not Available,0.1%,SYRIZA,0.258,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2021-06-27,2021-07-07,National,2611,Provided,Not Available,0.1%,SYRIZA,0.264,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
MRB,,2021-06-23,2021-07-01,National,2000,Provided,Not Available,0.1%,SYRIZA,0.28300000000000003,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Τα Νέα,2021-06-26,2021-06-29,National,1000,Provided,Not Available,0.1%,SYRIZA,0.284,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Marc,Πρώτο ΘΕΜΑ,2021-06-18,2021-06-24,National,1000,Provided,Not Available,0.1%,SYRIZA,0.258,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Interview,Βεργίνα TV,2021-06-17,2021-06-23,National,1211,Provided,Not Available,0.1%,SYRIZA,0.252,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Alco,Open TV,2021-06-15,2021-06-19,National,1000,Provided,Not Available,0.1%,SYRIZA,0.281,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
GPO,Powergame.gr,2021-06-03,2021-06-05,National,1000,Provided,Not Available,0.1%,SYRIZA,0.278,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Pulse RC,ΣΚΑΪ,2021-05-31,2021-06-02,National,1304,Provided,Not Available,0.1%,SYRIZA,0.27,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Opinion Poll,,2021-05-18,2021-05-28,National,1605,Provided,Not Available,0.1%,SYRIZA,0.248,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
Metron Analysis,Mega TV,2021-05-18,2021-05-24,National,1202,Provided,Not Available,0.1%,SYRIZA,0.255,Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,ΣΥΡΙΖΑ
